Date,COST,PYPL,EBAY,DIS,ATVI,AMZN
27/01/20,294.9216783,115.24,33.95967672,135.9,57.32366066,91.1973532
24/01/20,295.9319125,116.98,33.84481874,140.08,58.38520993,92.85835272
23/01/20,298.1906437,117.89,34.0841062,142.2,59.10273861,94.00259683
22/01/20,297.2471231,115.5,34.35210816,144.01,59.28949265,94.14625084
21/01/20,298.5528032,116.15,34.18939268,143.56,60.37070024,94.37270543
17/01/20,290.3756243,116.04,34.28510767,144.33,60.19377536,93.0119827
16/01/20,288.8030899,115.4,34.38082265,145.12,59.39761341,93.67139452
15/01/20,286.6968469,114.85,33.81610424,144.32,58.62110977,92.87730706
14/01/20,285.6770821,114.64,33.83524724,145.2,59.02410533,93.24741567
13/01/20,285.7914483,115.28,33.24181433,143.88,58.22794337,94.33778952
10/01/20,283.2849238,112.93,33.39495831,144.62,57.94289774,93.93176742
09/01/20,285.3625753,112.57,33.67253176,144.83,58.32623497,94.82411821
08/01/20,280.8546433,111.82,34.0745347,145.4,58.85700961,94.37120903
07/01/20,277.6714525,109.67,34.0936777,145.7,59.30915097,95.11392023
06/01/20,278.109856,110.17,34.24682167,145.65,58.71940137,94.91539837
03/01/20,278.0336119,108.76,34.41910865,146.5,57.66768126,93.52325132
02/01/20,277.8048796,110.75,34.7445396,148.2,57.64802294,94.67248342
31/12/19,280.1207939,108.17,34.56268112,144.63,58.40486825,92.17001057
30/12/19,281.2835163,107.97,34.26596467,143.77,57.87409362,92.1226247
27/12/19,280.3018737,109.4,34.52439513,145.75,58.17879757,93.26537242
26/12/19,281.8458165,109.75,34.6966821,145.7,57.88392278,93.21399616
24/12/19,280.4162398,108.69,34.65839611,145.29,57.8052895,89.24555406
23/12/19,279.5394327,108.61,34.65839611,144.68,57.88392278,89.43459875
20/12/19,280.9880705,108.75,34.63925311,146.88,58.20828505,89.11037963
19/12/19,279.9206532,108.88,34.49568064,146.15,58.11982262,89.39868525
18/12/19,278.1670391,107.83,34.11282069,146.26,58.01170186,88.98717636
17/12/19,281.6742673,108.46,34.36167966,147.73,57.2646857,89.31787987
16/12/19,279.7205125,109.57,33.88310473,148.46,57.6087063,88.24795675
13/12/19,278.1670391,107.65,33.95967672,146.38,57.64802294,87.83545026
12/12/19,283.3802289,105.67,33.79696124,146.8770121,57.5595605,87.80502355
11/12/19,281.4360045,105.51,33.4236728,146.708028,55.51509524,87.22591831
10/12/19,281.8934691,103.62,33.23224283,145.226932,54.9843206,86.75156079
09/12/19,281.3025774,103.78,33.08867035,145.3362746,53.46080081,87.2653234
06/12/19,281.1024366,104.34,33.36624381,146.7776097,54.26679193,87.36957232
05/12/19,279.339292,104.59,33.29924332,146.5589244,54.05055041,86.81490822
04/12/19,282.5987269,105,33.47153029,147.3939047,52.95951366,87.8229803
03/12/19,281.7886335,105.59,33.26095733,147.6921119,53.65738401,88.28536665
02/12/19,283.4278814,106.21,33.40452981,149.7199212,53.30353425,88.86596828
29/11/19,285.7342652,108.01,33.99796271,150.6741844,53.89328385,89.8236617
27/11/19,286.6396638,107.75,34.17910721,150.574782,53.54926325,90.70703412
26/11/19,287.0971284,106.2,34.083768,150.7338259,53.24455929,89.63112542
25/11/19,285.0099463,104.45,34.17910721,148.7954787,52.81207626,88.47890053
22/11/19,285.2577396,101.77,33.48313097,147.4038449,52.13386422,87.07627871
21/11/19,286.1726687,102.55,33.31152039,146.0221513,52.77275962,86.52710139
20/11/19,286.4585841,104.09,33.23524902,146.051972,53.16592601,87.06680154
19/11/19,288.0501795,104.95,33.42592745,147.4933071,52.36976406,87.42892936
18/11/19,290.2421972,103.66,33.46406313,146.7676694,51.82916027,87.4159606
15/11/19,289.4035121,104.2,33.62613979,143.8054774,52.52703062,86.76552715
14/11/19,290.2898497,103.73,33.33058823,146.2706573,51.79967279,87.51921192
13/11/19,288.6791933,102.12,33.02550276,147.8312753,51.43599387,87.44489092
12/11/19,286.3918705,102.03,33.43546137,137.7518702,51.06248579,88.68640077
11/11/19,286.7159079,102.67,33.60707195,135.9228657,51.62274791,88.36966362
08/11/19,288.4123389,101.42,33.50219881,137.1355752,53.37233837,89.07945411
07/11/19,290.8807414,100.47,33.26385079,132.1654543,53.61806737,89.1951754
06/11/19,287.4116352,100.63,33.84541997,130.4855534,55.39714532,89.57276598
05/11/19,285.133843,100.99,33.82635213,130.6644778,54.5911542,89.86905238
04/11/19,282.8846423,102.81,33.75961468,132.1256933,54.75824992,90.01619798
01/11/19,282.1889149,104.98,33.60707195,131.9567092,54.86637068,89.35678616
31/10/19,283.1610271,104.1,33.60707195,129.1436208,55.07278304,88.61956175
30/10/19,285.1390461,106.5,34.18864114,128.8255331,54.91551648,88.7856617
29/10/19,281.3541828,105,34.42698916,128.7062502,53.07746358,87.92373763
28/10/19,284.2831725,106.6,34.2649125,129.7499756,53.62789653,88.64051129
25/10/19,281.9628041,107.19,34.16957329,130.1177645,54.31593773,87.85490341
24/10/19,282.4858379,104.91,33.95982703,129.481589,54.4928626,88.82506679
23/10/19,282.7426,96.64,37.37297079,130.3463901,53.86379637,87.8968025
22/10/19,285.2626723,97.36,37.12508884,131.6088008,53.58857989,88.07437482
21/10/19,286.3182497,101.44,37.43017432,129.481589,54.56166672,89.06848054
18/10/19,288.0109775,101.22,37.01068179,130.1078243,53.60823821,87.66436233
17/10/19,287.573531,103.63,37.26809766,131.57898,54.6403,89.15926189
16/10/19,284.1310172,103.09,37.106021,130.0780035,54.6403,88.65796925
15/10/19,283.7601386,103.59,37.06788531,128.9845769,54.61081252,88.1566766
14/10/19,282.9327941,101.75,36.57212142,128.9249355,54.07020873,86.61289476
11/10/19,283.0088718,101.58,36.75326592,129.2430232,53.88345469,86.38793657
10/10/19,282.5714253,100.54,36.16216281,128.5670868,52.77275962,85.80633734
09/10/19,282.3431923,99.89,36.08589144,128.5571465,52.51720146,85.89262951
08/10/19,277.5788293,99.33,35.58059362,127.7022858,53.20524265,85.07060932
07/10/19,279.0243047,101.62,36.05728967,130.1177645,54.46337512,86.42484767
04/10/19,277.3696157,102.79,36.52445181,129.4915293,54.4928626,86.77350793
03/10/19,274.830524,101.03,36.18123065,127.384198,53.1462677,86.01383758
02/10/19,271.1312481,99.73,36.39097691,128.368282,51.35736059,85.45568188
01/10/19,270.0091027,102.53,36.743732,128.7758319,51.99625598,86.57398847
30/09/19,273.9841601,103.59,37.16322452,129.5412305,52.0159143,86.58695723
27/09/19,271.9300635,102.2,36.58165534,129.1833818,51.43599387,86.06521384
26/09/19,274.1268057,104.55,37.106021,130.4855534,53.29370509,86.7829851
25/09/19,274.3645484,104.14,37.41110647,132.2946774,54.00140461,88.20406247
24/09/19,273.793966,103.69,37.71619195,131.1813704,53.03814694,86.87127247
23/09/19,273.470636,105.11,38.36449859,131.6684422,53.25438845,89.05052379
20/09/19,272.3199615,104.64,38.47890564,131.4795776,53.82447973,89.49245939
19/09/19,273.7178883,106.12,38.51704132,132.5034225,54.07020873,90.85617492
18/09/19,278.0923534,105.6,38.47890564,135.9825071,54.17832949,90.65466026
17/09/19,277.1223633,107.5,38.6409823,135.4954353,54.40440016,90.90854877
16/09/19,274.5357231,106.52,38.42170211,134.988483,54.82705404,90.17481595
13/09/19,277.588339,107,38.48843956,137.1952166,54.99414976,91.74603172
12/09/19,275.6768879,107.1,38.41216819,136.6783241,54.50269176,91.95602595
11/09/19,276.4376645,104.02,38.04034527,135.3761524,53.97191713,90.93049592
10/09/19,282.4382894,103.05,38.39310035,134.9785427,55.07278304,90.80878904
09/09/19,284.3402307,105.43,39.47043344,138.0003762,54.24713361,91.34749159
06/09/19,288.8668511,110.05,38.48843956,138.7160736,53.64755485,91.4552321
05/09/19,282.4097603,111.46,38.89839817,138.0103164,53.64755485,91.81486593
04/09/19,281.6014352,108.73,37.79246332,137.0659935,52.58600558,89.81468333
03/09/19,277.7309846,106.75,37.88780253,135.4954353,50.18769056,89.27697838
30/08/19,280.3081151,109.05,38.41216819,136.4397583,49.7355492,88.6011062
29/08/19,282.029372,109.21,38.50717726,137.0162923,50.08939896,89.10539164
28/08/19,279.4388997,107.47,38.08913734,135.7340011,49.35221197,88.00055262
27/08/19,277.4367398,107.45,37.05353845,133.6863113,50.21717804,87.87984334
26/08/19,264.2281775,107.66,37.43357474,133.8055942,47.85817966,88.2309976
23/08/19,260.0056128,106.04,36.76851123,130.8831631,46.52141391,87.27081019
22/08/19,265.6135584,108.77,38.00362918,135.2668097,48.24151689,90.01619798
21/08/19,261.5902607,109.82,38.36466365,134.948722,48.20220025,90.95792984
20/08/19,259.0187662,107.37,38.0321319,134.3224868,47.96630042,89.85259202
19/08/19,261.5238383,107.67,38.37416456,134.4815306,47.10133434,90.58782124
16/08/19,260.0910129,106.16,38.02263099,134.3920685,45.86286019,89.41315041
15/08/19,257.6428743,104.95,37.47157837,132.6127652,44.7325068,88.59262662
14/08/19,254.4451117,103.27,37.66159651,132.0561116,44.4867778,87.93620759
13/08/19,262.1406174,106.04,38.93471809,136.1912522,47.3077467,90.99783373
12/08/19,257.4436072,102.72,37.75660559,134.9387817,46.27568491,89.03156944
09/08/19,259.9391904,104.82,38.2981573,137.6922287,47.23894258,90.16184719
08/08/19,260.7552366,106.79,39.19124259,137.0659935,48.48724589,91.42430658
07/08/19,260.2807911,106.63,37.73760377,134.0541002,47.27825922,89.4545507
06/08/19,255.5458252,105.03,37.70910105,141.0222097,45.79405607,89.17671985
05/08/19,251.5509943,103.6,36.87302121,137.4735434,45.31242724,88.0444469
02/08/19,258.5727874,107.09,38.5546818,140.8631658,48.18254193,90.94296588
01/08/19,260.5369917,110.8,39.04872898,141.0023292,49.33255365,92.54311197
31/07/19,261.5428161,110.4,39.13423715,142.1553973,47.90732546,93.11473522
30/07/19,265.2150241,112.04,39.31475438,144.0639237,47.46501326,94.69842095
29/07/19,265.8128255,111.45,39.49527162,145.515199,47.62227982,95.39274868
26/07/19,266.9894502,115.49,39.17224077,143.7855969,47.17013846,96.91907256
25/07/19,265.4996914,115.12,38.77320267,142.3542021,46.38380567,98.45387602
24/07/19,266.4770491,121.3,38.98222263,140.4456757,46.05944339,99.80013359
23/07/19,265.7843587,120.22,38.98222263,140.415855,45.13550236,99.48489284
22/07/19,265.8507811,118.69,38.64018997,139.9983648,44.79148176,99.04295723
19/07/19,267.122295,118.63,38.20314823,139.0142809,44.36882789,97.98999327
18/07/19,268.4507423,119.87,37.78510831,140.7836439,44.93891916,98.65738587
17/07/19,267.1697395,118.81,37.08204117,141.7180266,45.88251851,99.36218837
16/07/19,266.3062488,119.71,37.92762192,143.4376884,46.18722247,100.2535416
15/07/19,266.2398264,120.9,38.26015367,144.1931468,46.84577619,100.8067093
12/07/19,265.1580907,120.12,38.06063462,144.0142225,46.39363483,100.3084094
11/07/19,262.4063069,120.65,37.62359289,142.7021106,46.53124307,99.81310235
10/07/19,257.5479852,119.64,38.01313008,142.6822301,46.03978507,100.6281394
09/07/19,256.1720933,118.37,37.94662373,140.7637634,45.57781456,99.17613647
08/07/19,255.6312254,116.95,37.56658744,140.1772891,45.67610615,97.38145891
05/07/19,254.5400008,117.16,37.81361103,141.5987437,47.32740502,96.91208938
03/07/19,255.3845138,117.68,37.9086201,141.2529713,47.82869218,96.71705911
02/07/19,251.9020839,116.17,38.07963644,140.8084068,47.1603093,96.48312254
01/07/19,250.0802133,115.03,37.8991192,139.9390361,46.68850963,95.87857857
28/06/19,250.7539259,114.46,37.52858381,137.9533145,46.39363483,94.45400961
27/06/19,252.0064619,113.67,37.32906476,137.6174213,46.47226811,94.98523018
26/06/19,250.8962595,114.15,37.24355659,138.7041346,45.93166431,94.66350505
25/06/19,252.7465969,114.44,37.07254026,138.2496909,45.41071884,93.68785488
24/06/19,253.1356422,116.5,37.72810287,137.5383876,46.34448903,95.46507448
21/06/19,252.528352,116.21,38.05113371,138.536188,45.1256732,95.33538683
20/06/19,253.6859989,118.79,37.92762192,140.304567,44.88977336,95.67905911
19/06/19,250.1845913,117.14,38.12714097,139.2178537,44.55558192,95.21018837
18/06/19,249.3116116,115.98,37.69009924,137.5581461,44.98806496,94.84007977
17/06/19,248.0685644,117.16,37.06303936,139.2672497,44.30002377,94.07492263
14/06/19,246.853984,116.17,36.96803028,139.9390361,44.84062756,93.25888803
13/06/19,246.436472,115.72,37.05353845,140.027949,45.26328144,93.29031235
12/06/19,244.0832224,114.5,37.07254026,134.0806635,44.31968209,92.54311197
11/06/19,243.9693555,114.6,36.32196859,133.4483939,45.90217683,92.96110524
10/06/19,243.7226438,115.62,36.21745861,135.4143571,45.2239648,92.80797405
07/06/19,242.9255754,114.02,35.63790326,136.3726406,44.60472772,89.98477367
06/06/19,238.3708988,111.78,34.97283975,135.5526661,43.32693693,87.50724075
05/06/19,235.2870032,110.77,34.73531707,134.2980061,43.75941997,86.71614608
04/06/19,233.0571094,108.73,34.71631525,133.1915344,42.86496642,86.27022009
03/06/19,228.7491444,105.52,33.84223178,130.8699196,41.65597975,84.43114945
31/05/19,227.3352969,109.75,34.13675991,130.4451135,42.62906658,88.54025276
30/05/19,229.1951232,111.41,34.56430074,130.6031809,42.81582062,90.59779721
29/05/19,228.3885659,110.08,34.16679235,129.9807906,43.23847449,90.74095243
28/05/19,233.7213331,111.74,34.28036617,131.0181078,42.76667482,91.60088131
24/05/19,234.6607351,109.85,34.19518581,131.1860544,41.56751731,90.94496108
23/05/19,235.827871,109.9,34.02482507,131.1267791,41.46922571,90.55589813
22/05/19,236.7577842,112.47,34.36554654,132.2332509,42.17692522,92.76058818
21/05/19,237.1563184,112.43,34.62108765,132.470352,42.70769986,92.65284767
20/05/19,236.1789607,112.15,34.60215868,132.2925261,42.86496642,92.72517347
17/05/19,235.6570707,112.8,34.92395118,133.4088771,45.59747288,93.22546852
16/05/19,234.7935799,113.87,35.27413714,133.8633208,46.48209727,95.14933494
15/05/19,232.1651519,111.5,35.05645398,133.0532255,45.48935212,93.33271024
14/05/19,230.3243034,109.09,34.82930633,131.5911021,43.93634485,91.78493801
13/05/19,229.5557018,106.83,33.94910918,129.7535687,42.66838322,90.91503316
10/05/19,234.3950457,110.41,35.37824648,132.4209559,45.23379396,94.2719481
09/05/19,231.0264828,109.73,35.60539413,131.9763914,45.84320187,94.76525997
08/05/19,228.3955897,109.07,35.52967825,133.359481,46.02012675,95.65810956
07/05/19,227.2978069,108.95,35.66218105,131.8282032,45.88251851,95.81922153
06/05/19,231.1305828,110.85,35.85147075,133.3693602,47.33723418,97.29317155
03/05/19,231.499665,111.96,36.23005017,132.707453,46.34448903,97.88724075
02/05/19,229.6731816,109.7,35.57700068,132.519748,48.70348741,94.81264584
01/05/19,228.6321808,110.94,35.77575487,134.7326915,47.73040058,95.3463604
30/04/19,232.3608566,112.77,36.67488098,135.315565,47.38637998,96.09455839
29/04/19,231.1779011,112.44,36.20165671,137.6174213,47.57313402,96.68862758
26/04/19,230.7425734,110.56,36.30576605,138.2299325,47.32740502,97.29716194
25/04/19,232.4271021,110.22,36.06915392,135.5823037,46.60004719,94.88397405
24/04/19,234.6605221,107.22,36.45719782,133.4681524,45.95132263,94.85903412
23/04/19,232.4081748,106.9,34.70626802,131.7491695,45.71542279,95.95738876
22/04/19,230.3640277,106.81,34.21411478,130.0894619,44.56541108,94.13876886
18/04/19,232.6258386,107.36,34.05321852,130.8501612,44.5359236,92.86084671
17/04/19,232.3892475,108.81,34.04375404,130.1586164,44.21156133,93.01697069
16/04/19,232.1810473,108.2,34.44126243,128.3309622,44.29019461,92.92818453
15/04/19,233.1179481,108.14,34.28983066,130.4451135,44.96840664,92.02186737
12/04/19,228.972872,108.48,34.23304375,128.4890296,46.47226811,91.93158481
11/04/19,228.3009532,106.46,34.37501103,115.1916104,46.36414735,91.98196348
10/04/19,232.4365657,107.51,35.70003899,115.7448463,47.04235938,92.14457184
09/04/19,231.7741106,106.93,35.72843244,115.4484699,46.20688079,91.57145219
08/04/19,233.2977574,106.57,35.78521936,113.5714196,46.75731375,92.2707679
05/04/19,232.6826205,105.73,35.81361281,113.6109365,46.48209727,91.64327919
04/04/19,231.2914648,104.46,36.01236701,113.3639562,46.15773499,90.72449207
03/04/19,229.4744451,104.69,35.95558009,111.160892,46.83594703,90.81627102
02/04/19,227.6006435,105.23,35.8893287,110.6076561,46.64919299,90.48107833
01/04/19,231.0927283,105.55,35.66218105,111.1510127,46.31500155,90.4915531
29/03/19,229.1526812,103.84,35.15109883,109.6888894,44.75216512,88.8235704
28/03/19,228.2820259,103.86,34.81037736,109.3727546,44.84062756,88.45795099
27/03/19,226.5691063,103.07,34.85769978,108.9479485,44.74233596,88.07287842
26/03/19,226.2473424,103.15,34.92395118,108.8096395,45.26883109,88.97370879
25/03/19,224.2599771,101.55,34.75359045,106.4880247,45.80507613,88.49985007
22/03/19,224.8183321,101.27,34.68733905,106.9227101,45.69782712,88.02649015
21/03/19,226.6921337,104.15,35.20788575,107.3475162,47.38456151,90.74444402
20/03/19,224.2694408,102.31,34.73466147,108.6614513,45.00558353,89.64758578
19/03/19,224.3356863,101.54,34.89555773,108.6713306,45.25908118,87.88084094
18/03/19,223.9003587,100.27,34.3276886,111.7536447,43.84534426,86.89820759
15/03/19,221.070729,100.73,34.35608206,113.5714196,43.51384733,85.4122864
14/03/19,221.2978565,99.03,34.40340448,113.0972175,42.23660915,84.10842672
13/03/19,223.7016221,99.31,34.50751382,112.7119282,42.60710572,84.3373753
12/03/19,220.4650558,97.5,34.33715309,113.3441978,41.56386538,83.45400288
11/03/19,217.3704441,97.45,34.30875963,113.3639562,41.84661276,83.33030082
08/03/19,215.6007427,95.69,33.96803816,112.4353103,40.97887079,80.84528592
07/03/19,205.1623431,96.21,34.27090169,112.6328945,40.38412629,81.10216723
06/03/19,207.4714723,96.46,34.83877081,113.4627483,41.49561601,83.24700144
05/03/19,208.0298273,96.53,35.13216986,112.6230153,40.83262214,84.41818068
04/03/19,206.6954535,96.57,35.25520817,112.9490293,40.74487295,84.60473138
01/03/19,207.6702088,98.8,35.34985303,112.6328945,41.76861348,83.38566747
28/02/19,207.0077537,98.07,35.16056332,111.4770267,41.0861198,81.79449976
27/02/19,206.3547623,97.86,35.43400294,111.4177515,40.74487295,81.85734839
26/02/19,205.9383619,96.59,35.24542389,112.1290547,41.02762034,81.62341182
25/02/19,205.4083978,96.7,35.20770808,112.2179676,40.91062142,81.45382028
22/02/19,204.6891609,95.98,35.34914237,113.8579168,40.46212557,81.38199327
21/02/19,203.6860146,94.96,34.8682658,112.9095125,40.85212196,80.7774493
20/02/19,205.4651797,94.73,34.64197094,112.3068805,41.71011402,80.91012975
19/02/19,206.4210078,95.02,34.93426846,112.1389339,43.36759868,81.18347141
15/02/19,204.8595065,94.91,34.4911077,111.2300464,43.4845976,80.20432965
14/02/19,202.370568,94.42,34.24595494,109.3233585,44.29384011,80.93756367
13/02/19,201.386349,94.01,34.18938123,108.8689148,43.45534787,81.80297934
12/02/19,200.5346211,94.38,34.12337856,107.8809936,40.62787404,81.7037184
11/02/19,197.5251822,92.69,33.55764142,108.1180947,39.10688811,79.35886593
08/02/19,196.6072087,91.87,33.24648599,110.1630916,42.32435834,79.2201999
07/02/19,197.8374825,90.85,33.23705704,109.6098557,42.86060338,80.52455839
06/02/19,199.7061888,92.25,33.45392294,110.0642994,41.92461204,81.8159481
05/02/19,199.7156267,92.27,33.31248866,111.2992009,46.64356837,82.74121961
04/02/19,199.3097965,91.66,33.04847799,110.4495887,45.61007793,81.46928304
01/02/19,198.4509467,90.01,32.35073552,109.9556281,44.85933488,81.11613359
31/01/19,202.5658757,88.76,31.72842466,110.1729708,46.05857378,85.73002114
30/01/19,199.470241,92.42,32.13386961,108.7997603,45.15183217,83.32082364
29/01/19,198.4886983,91.12,31.76614047,109.5604596,44.58633741,79.50251994
28/01/19,198.9228422,92.3,32.0772959,109.4715467,45.57107829,81.69773282
25/01/19,197.3183974,94.28,31.79442733,109.7481647,46.60456873,83.32780682
24/01/19,198.4886983,92.2,30.78552943,109.2146872,46.08782351,82.54768573
23/01/19,200.1686464,90.5,30.74781362,109.7778023,44.86908479,81.80397693
22/01/19,200.4612216,89.94,31.02125324,109.2640833,45.88307541,81.41241999
18/01/19,201.584333,91.12,29.22975229,109.6987686,47.43331106,84.60622778
17/01/19,199.574058,90.4,28.64515724,109.669131,46.19507252,84.45758578
16/01/19,198.3660055,90.55,28.56029667,109.5703388,45.95132477,83.98671985
15/01/19,199.1682279,91.6,28.91859686,110.4100718,45.66857739,83.52682749
14/01/19,197.252332,90.43,28.48486505,111.0620998,46.10732333,80.6662172
11/01/19,198.6774565,90.65,28.6734441,111.2893217,45.3760801,81.83091206
10/01/19,198.8001493,90.7,28.82430734,111.4375099,50.0657867,82.61203075
09/01/19,198.101744,89.55,28.56029667,111.3090801,49.55879139,82.77164632
08/01/19,196.827626,88.7,28.28685705,110.0741786,48.72029915,82.62998751
07/01/19,195.3647499,86.93,27.78712258,109.2245664,47.28706241,81.27973955
04/01/19,194.6474687,86.27,27.31567496,108.2860413,45.99032441,78.58024123
03/01/19,189.1546047,82.09,26.70279306,105.0456598,44.22559074,74.83376454
02/01/19,193.2506579,85.75,27.20252753,107.6537717,45.85382568,76.77159731
31/12/18,192.2596773,84.09,26.46706925,108.3255581,45.40532983,74.91806151
28/12/18,190.6835462,83.26,26.62736144,106.0039434,45.62957775,73.72343873
27/12/18,189.7775068,84.31,26.42935344,105.2333648,45.86357559,72.90640654
26/12/18,187.4652187,82.8,26.2596323,104.5516992,45.25908118,73.36829409
24/12/18,179.3108639,77.06,24.64728145,99.13789111,42.8898531,67.03654397
21/12/18,183.5862374,78.14,25.06215535,102.9611461,44.70333632,68.70702066
20/12/18,186.0495321,82.44,26.39163763,105.707567,45.8733255,72.86600384
19/12/18,190.0889578,84.03,26.68393515,107.900752,45.17133199,74.57438924
18/12/18,191.5801477,85.51,26.8725142,108.1279739,46.13657306,77.38761365
17/12/18,190.8628665,84.1,26.8536563,109.2838417,45.90257523,75.86278616
14/12/18,195.4213773,85.92,27.25910125,110.8447572,46.55581918,79.40425661
13/12/18,213.7781135,87.56,27.36281972,112.0203834,47.29681232,82.71977126
12/12/18,214.995604,86.5,27.38167763,110.8546364,47.23831286,82.97715137
11/12/18,213.7686756,85.51,27.39110658,110.6175353,46.99456512,81.9645901
10/12/18,210.1445179,84.93,27.32510391,110.508864,46.68256801,81.8543556
07/12/18,212.2208583,82.77,27.40053553,110.6274145,46.04882387,81.2607852
06/12/18,220.0920757,85.82,27.78712258,112.0683351,46.94581557,84.75536857
04/12/18,213.6271069,84.19,27.58911458,110.6372167,45.35658028,83.21956752
03/12/18,219.0350297,87.98,28.4754361,113.4504426,45.43457956,88.40507833
30/11/18,218.2799969,85.81,28.14542277,113.2053881,48.63254996,84.30545219
29/11/18,218.0157354,84.26,27.83426734,114.3032324,51.24552578,83.47744642
28/11/18,217.3928333,85.98,28.0605622,113.8033211,49.74403968,83.68594426
27/11/18,210.4748448,81.97,27.09880906,111.6468413,49.48079211,78.88101682
26/11/18,207.1149486,80.86,27.15538277,110.3235469,49.63679067,78.87652763
23/11/18,207.6906612,77.95,26.81594049,109.8628444,48.79829843,74.9225507
21/11/18,206.2844125,79.12,26.72165096,110.7940516,49.57829121,75.65428832
20/11/18,206.9828179,77.76,26.55192982,109.6569986,48.02805556,74.59334358
19/11/18,215.8827676,80.13,26.36335077,113.1367728,47.91105664,75.43282172
16/11/18,218.0346112,85.06,26.51421401,113.8915408,49.6660404,79.47907641
15/11/18,217.0153168,86.74,26.56135877,114.7933414,52.22051676,80.7774493
14/11/18,220.1958927,84.05,26.29734811,114.8031436,50.30953444,79.75840365
13/11/18,220.9792393,83.78,26.49535611,114.5384847,51.23577587,81.36254012
12/11/18,221.3001283,83.78,27.30624601,114.391452,52.54226378,81.64585776
09/11/18,224.3768871,86.76,27.93798582,115.6657355,53.63425368,85.41577799
08/11/18,225.2829266,89.04,28.13599382,113.7052993,61.21968348,87.53467468
07/11/18,226.3186235,88.23,28.15485172,114.7345283,63.46216273,87.563605
06/11/18,222.8725772,84.69,28.23971229,114.4012542,62.64317031,81.94314176
05/11/18,220.7446906,84.05,27.94741477,113.1661794,62.7309195,81.19444498
02/11/18,216.7054724,83.51,28.16428067,112.9015205,67.26462754,83.0764123
01/11/18,216.1782085,85.04,27.83426734,113.8033211,67.58637457,83.0764123
31/10/18,215.264912,84.19,27.37224868,112.5584442,67.323127,79.70852379
30/10/18,214.5964167,80.9,25.85418735,112.4898289,65.79239117,76.33714368
29/10/18,209.4179317,81.15,25.28845021,110.8038538,63.58891156,76.75912734
26/10/18,205.435206,83.37,25.77875573,110.9508865,67.1183789,81.94314176
25/10/18,213.1652718,85.96,26.4576403,111.901698,68.56136555,88.89439981
24/10/18,210.679599,83.09,25.73161097,109.4021419,65.56814324,83.01007208
23/10/18,215.3778971,87.57,26.58021668,115.5187028,67.25487764,88.22251802
22/10/18,215.6697754,85.43,26.86308525,115.9303944,68.03487042,89.25004325
19/10/18,216.2441164,84.78,27.10823801,116.5479318,68.00562069,87.98957905
18/10/18,215.2178349,77.48,29.74834467,113.8817386,70.0141021,88.32327535
17/10/18,215.133096,80.09,30.19150543,114.8129458,76.34179355,91.36644594
16/10/18,214.3704464,80.61,30.40837133,113.8915408,76.76103967,90.77935992
15/10/18,211.385756,77.23,30.04064219,111.195941,73.77756728,87.83594906
12/10/18,213.6831202,79.03,29.90863686,110.38236,75.97129697,89.21562614
11/10/18,208.8530061,75.9,29.60691038,108.9512416,72.0030837,85.76144546
10/10/18,208.1280182,75.45,29.8614921,110.6274145,71.73983613,87.55163383
09/10/18,211.0656315,80.03,31.37955343,114.5776934,75.6982995,93.29130995
08/10/18,210.8396612,80.55,30.71952676,113.7249037,75.68854959,92.99701874
05/10/18,206.0283779,83.18,30.39894238,112.5094333,77.59953191,94.25548775
04/10/18,218.1366173,84.34,30.76667152,113.8327277,78.35027496,95.24161269
03/10/18,219.5677622,87.15,30.87981895,114.5972978,80.94375096,97.40340605
02/10/18,222.5336218,86.68,30.70066886,115.3324614,81.30449762,98.32867756
01/10/18,220.9329992,87.55,30.65352409,113.9405517,81.19724861,99.97720711
28/09/18,221.149554,87.84,31.13440066,114.6267043,81.10949943,99.90937049
27/09/18,220.3209964,88.99,31.43612714,113.7445081,80.79750231,100.4071716
26/09/18,220.1421033,89.85,31.662422,112.930927,79.53001404,98.50525228
25/09/18,219.3135457,90.04,30.8892479,111.3821824,78.51602343,98.49028832
24/09/18,219.6995782,89.62,31.79442733,110.5391949,78.58427279,96.48561653
21/09/18,221.0365689,90.62,32.0961538,108.216078,78.28202559,95.52044113
20/09/18,220.245673,90.6,32.28473285,109.4119441,78.63302234,96.98142239
19/09/18,220.179765,89.31,32.26587495,107.6181449,77.589782,96.0895704
18/09/18,220.6505364,89.72,32.17158542,107.3632882,77.63853155,96.81931283
17/09/18,218.437911,88.68,32.24701704,107.1966512,76.90728831,95.17227967
14/09/18,221.6203254,90.78,32.15272752,107.0986294,79.23751675,98.27281211
13/09/18,227.166012,92.19,32.4733119,108.4807369,78.41852433,99.25444786
12/09/18,228.267617,92.4,32.30359076,107.294673,78.50627352,99.26093224
11/09/18,229.9341476,91.43,32.16215647,107.4319035,77.51178272,99.11877463
10/09/18,228.9643586,89.8,31.78499838,108.4905391,72.40283,96.7175579
07/09/18,227.3449051,88.82,32.04900904,108.7748023,71.73008622,97.36898895
06/09/18,222.8443309,89,31.73785361,108.0788475,70.16035075,97.68023931
05/09/18,221.8368802,89.05,32.18101438,107.6965624,69.85810355,99.5013532
04/09/18,220.9612455,93.07,32.81275418,108.6571761,71.15484155,101.7304844
31/08/18,219.5018543,92.33,32.63360409,109.8040313,70.29684949,100.393704
30/08/18,217.336306,92.09,32.81275418,109.7060095,72.24683144,99.87844498
