Date,COST,PYPL,EBAY,DIS,ATVI,AMZN
15/07/21,407.6953345,296.51,66.56017326,184.15,90.14437602,181.1237674
14/07/21,405.8440639,300.75,66.45272361,183.42,91.77468895,183.641703
13/07/21,402.9830093,301.19,67.14626225,183.65,92.69919568,183.426222
12/07/21,403.7947964,302.97,67.37092969,184.38,92.36120397,185.4807737
09/07/21,408.2398259,300.21,67.84956904,177.04,91.83433455,185.5201788
08/07/21,403.0721079,295.05,67.0583489,172.8,91.6355159,186.1222287
07/07/21,400.6268466,297.13,68.44542618,172.82,92.75884127,184.384913
06/07/21,394.865138,292.64,67.41977044,173.69,93.84240292,183.3454166
02/07/21,394.9443368,290.24,68.45519433,177.11,93.71317079,175.12721
01/07/21,390.578506,289,68.18168613,177.26,93.34535629,171.2360817
30/06/21,391.7070881,291.48,68.58218028,175.77,94.8762599,171.5947179
29/06/21,394.7958391,292.76,68.85568848,173.93,95.04525575,171.9927593
28/06/21,392.5683744,293.65,67.22440745,176.57,94.83649617,171.7807698
25/06/21,390.5587063,289.6,66.32573766,178.35,91.71504336,169.6643671
24/06/21,388.1431446,293.21,65.02657372,177.93,91.96356667,172.0396463
23/06/21,388.0441462,288.12,63.78601869,175.33,90.25372628,174.7700702
22/06/21,388.2520429,286.75,63.38552455,173.5,91.33728792,174.8508755
21/06/21,382.9259273,283.1,62.9068852,173.97,91.27764233,172.2830601
18/06/21,377.0652203,283.38,61.79331612,172.42,90.94959155,173.9261028
17/06/21,380.8964595,278.11,63.81532314,174.65,92.63955008,174.0428217
16/06/21,375.6099434,268.82,64.55770253,174.66,93.50441121,170.3522105
15/06/21,380.0648727,271.89,64.43071658,175.86,95.40312932,168.7500692
14/06/21,379.9163751,274.93,64.36233953,178.18,98.59416866,168.7869803
11/06/21,378.0057054,271.45,65.57359012,177.38,97.57025261,166.9394301
10/06/21,379.1738868,269.47,65.20240042,176.57,97.11296971,167.0800913
09/06/21,376.1544347,263.6,64.43071658,176.04,95.95982154,163.6633205
08/06/21,375.8970388,263.15,64.27442618,176.33,96.22822672,162.8133676
07/06/21,376.5900278,260.6,63.93254094,176.99,96.54633656,159.5163085
04/06/21,383.638716,263.04,63.71764164,177.18,96.26799045,159.9258222
03/06/21,380.0252733,257.79,62.58453626,176.24,94.418977,158.96763
02/06/21,376.7781248,262.17,61.93983836,177,94.82655523,161.3109861
01/06/21,374.4417619,259.27,59.94713579,178.84,95.88029408,160.5458289
28/05/21,374.4813613,260.02,59.46849645,178.65,96.67556868,160.7662979
27/05/21,383.6189164,259.47,57.95889655,179.04,96.67556868,161.1174522
26/05/21,381.7577459,261.37,59.8385919,176.47,96.72527334,162.8657415
25/05/21,381.5201496,258.65,59.70224094,176.17,95.99958527,162.5609755
24/05/21,379.6094799,257.17,59.38084226,174.31,95.92999874,161.8596646
21/05/21,376.9068228,250.69,59.42953903,172.4,94.80667337,159.7691994
20/05/21,379.7381779,251.54,57.91993914,171.36,95.99958527,161.9938414
19/05/21,375.8574394,244.63,58.23159847,169.27,93.70322986,161.2017492
18/05/21,378.97589,243.21,59.69250159,169.68,93.10677391,161.2256915
17/05/21,380.1143719,244.36,60.08207576,170.08,91.75480709,163.1266132
14/05/21,380.5697647,246.29,59.27370936,173.7,92.798605,160.7578184
13/05/21,375.7287415,240.8,57.20896628,178.34,92.86819153,157.6936982
12/05/21,368.4721566,239.91,56.76095599,177.85,92.11268066,157.2183431
11/05/21,374.3922627,248.6,58.85491713,181.67,94.77685057,160.808197
10/05/21,377.6592109,243.63,59.8385919,184.3,92.61966822,159.1412119
07/05/21,380.4707663,253.36,58.22185911,184.84,94.24004022,164.1850639
06/05/21,378.9263908,252.02,57.28688112,181.79,92.48049516,164.9212907
05/05/21,368.7691519,247.4,56.72199857,181.51,89.54792007,163.1340951
04/05/21,371.5312081,250.16,56.1863341,184.25,88.16613045,165.19563
03/05/21,375.5208448,259.09,56.63434439,185.51,90.61159985,168.9176655
30/04/21,368.3632583,262.29,54.33585681,186.02,90.65136358,172.9544431
29/04/21,369.7987355,267.85,54.60855872,185.33,91.54604751,173.1484757
28/04/21,365.1161132,271.09,60.69565507,183.39,90.71100917,172.5095147
27/04/21,365.7286081,268.82,60.09181511,184.64,91.05894181,170.4609486
26/04/21,364.0590656,271.72,59.97494286,184.27,93.683348,170.0404613
23/04/21,368.7614458,266.03,59.32240613,183.02,92.47055423,166.6426449
22/04/21,366.7658979,262.27,59.15683711,182.76,93.14653764,165.05447
21/04/21,369.5616407,264.89,60.16972994,183.11,92.62960915,167.6971052
20/04/21,367.2302085,264.43,60.1794693,182.79,93.91198944,166.3338885
19/04/21,365.0765974,267.91,62.12734013,187.43,95.43295212,168.1954051
16/04/21,366.2324346,269.87,63.2376265,187.26,95.91011688,169.5636098
15/04/21,364.3356762,274,62.68248332,185.93,97.2024381,168.5485545
14/04/21,358.7738273,267.21,61.15340471,187.46,96.11887646,166.2495915
13/04/21,360.7891331,275.43,62.15655819,185.49,96.49480455,169.5915425
12/04/21,360.3939751,269.03,61.0073144,186.49,95.10980633,168.5635185
09/04/21,358.8133431,266.77,60.84174538,187.89,94.75366393,168.2048823
08/04/21,356.8474321,264.5,60.56904346,187.32,95.42637735,164.5686401
07/04/21,354.4666051,255.6,60.15025124,187.56,95.80230544,163.575532
06/04/21,355.7607476,253.19,60.89044215,189.73,96.27716197,160.8037078
05/04/21,356.4522741,251.02,62.02994659,188.5,96.82126842,160.9488582
01/04/21,350.6434515,247.54,61.46506405,188.97,94.51623566,157.6702547
31/03/21,348.2132298,242.84,59.64380482,184.52,92.00345318,154.3322941
30/03/21,345.5162764,236.54,58.74778424,185.53,91.66709647,152.3974541
29/03/21,351.8388044,235.67,58.29003459,184.85,93.01252331,153.4169986
26/03/21,347.7587981,241.03,59.2444913,185.92,91.40988251,152.2348457
25/03/21,342.1475545,234.24,56.57590826,186.91,89.87649163,151.9470389
24/03/21,333.948026,234.27,56.13763733,184.72,89.54013492,153.9826362
23/03/21,336.2201845,243.77,58.73804488,188.73,90.40081238,156.4980778
22/03/21,330.4409987,244.385,58.71856618,192.86,90.88556176,155.169777
19/03/21,324.9285446,241.28,58.17316234,191.14,89.52034923,153.3785911
18/03/21,319.0703273,238.41,57.36479595,192.28,88.62010038,151.0357338
17/03/21,325.2051552,251.47,57.46218949,195.24,91.44945389,156.4097905
16/03/21,323.2886389,249.31,55.92337153,194.24,92.28045282,154.2215608
15/03/21,326.5091766,249.98,56.16685539,196.76,91.58300729,153.7137838
12/03/21,327.1315505,250.35,54.34559616,197.16,92.03807813,154.1033455
11/03/21,324.6716919,253.83,54.77412774,196.75,91.94409611,155.3054503
10/03/21,319.910038,242.07,53.89758587,195.06,90.33156247,152.5146718
09/03/21,314.9211682,241.76,54.70595227,194.51,91.50881096,152.7745459
08/03/21,307.650261,226.09,52.09580535,201.91,88.25406514,147.2428688
05/03/21,313.4788415,239.05,52.35876792,189.99,91.58795371,149.6625411
04/03/21,315.1780209,239.07,51.94971504,188.03,90.55909789,148.520791
03/03/21,319.9989486,255.06,53.17687366,192.26,92.70584513,149.8889957
02/03/21,324.4839919,269.19,55.50457931,193.94,95.71326984,154.35474
01/03/21,327.7539243,273.63,56.95574307,194.98,97.66216019,156.9290399
26/02/21,326.9932452,259.85,54.94943612,189.04,94.58548557,154.2749322
25/02/21,329.8581407,253.94,55.31835459,190.98,94.08095051,152.4907295
24/02/21,336.5758267,266.07,57.64836602,197.51,94.66462833,157.5969313
23/02/21,338.0082744,265,59.58033383,197.09,95.38680597,159.3412302
22/02/21,345.9707081,273.85,59.76479307,191.76,95.54509148,158.6548832
19/02/21,350.4755093,286.92,60.17254506,183.65,99.71987183,162.1045747
18/02/21,352.5994836,290.81,60.9686323,183,101.1543343,166.0116646
17/02/21,353.705926,297.2,61.21134183,186.44,101.2532627,165.034518
16/02/21,349.7148302,304.79,61.03173678,186.35,101.8567262,163.0547862
12/02/21,348.4799614,298.37,61.1725083,187.67,102.697618,163.4917338
11/02/21,347.9366192,285.03,60.49292164,190.91,102.1337259,162.7146055
10/02/21,351.8091676,283.18,60.50263002,189.63,101.6588693,163.9341682
09/02/21,355.2075264,284.2,60.41525459,188.21,101.6291908,164.8529553
08/02/21,355.474258,282.17,61.97830392,190,100.1056928,165.7478001
05/02/21,350.8706673,269.44,60.41525459,181.16,100.5211922,167.204791
04/02/21,351.5424359,270.43,59.3376243,180.23,91.68688216,166.1498318
03/02/21,350.2212555,251.9,56.34744297,176.43,91.77591776,165.2285507
02/02/21,350.5860591,249.1,55.65814793,176.96,92.97295193,168.5939452
01/02/21,345.5971242,241.85,56.76490336,170.97,90.44038376,166.7424046
29/01/21,347.4802992,234.31,54.86206069,168.17,90.02488429,159.9248246
28/01/21,352.0452732,237.79,54.79410202,171.88,89.30270665,161.49205
27/01/21,351.384683,229.94,56.64840278,163.03,87.71985154,161.2406555
26/01/21,359.8540408,241,57.44449002,169.56,91.39009682,165.9069169
25/01/21,356.7975788,247.75,55.58048088,171.89,92.39916696,164.3042768
22/01/21,357.2116801,252,54.81351879,172.78,93.41812993,164.2159894
21/01/21,357.7046578,248.64,54.7552685,171.28,93.58630829,164.9522162
20/01/21,356.2257246,244.26,54.53197574,173.64,94.1007362,162.7769553
19/01/21,349.4916485,247.25,55.31835459,172.26,92.15184585,155.6630889
15/01/21,357.0736463,239.79,53.80384717,171.44,89.71820612,154.8395723
14/01/21,357.2609779,242.06,53.65822145,173.43,89.02570701,155.9977828
13/01/21,361.7963732,244.9,54.08539022,176.12,88.80806443,157.9141672
12/01/21,359.0849955,237.64,54.40576679,175.99,88.29363652,155.6665805
11/01/21,358.897664,237.5,52.35729841,179.09,89.93584869,155.3363758
08/01/21,364.7443802,242.46,52.89125936,178.69,90.32166963,158.7526478
07/01/21,362.75275,235.04,51.51266927,178.58,88.70913598,157.7281153
06/01/21,364.8232566,226.83,51.66800336,179.12,87.05703097,156.5419721
05/01/21,370.4629221,234.91,50.51270603,178.44,89.71820612,160.5388457
04/01/21,374.8109859,231.92,49.99816184,177.68,88.93667141,158.9486756
31/12/20,371.4883158,234.2,48.78461422,181.18,91.85506051,162.4552302
30/12/20,369.1910395,231.51,49.07586565,181.17,90.59866927,163.8977559
29/12/20,367.4853365,231.03,49.37682546,177.3,90.39091954,165.700913
28/12/20,365.8486503,235.73,48.77490584,178.86,90.4502766,163.8034829
24/12/20,359.4596586,238.64,48.65840527,173.73,89.98531292,158.2533503
23/12/20,356.8074383,239.44,49.63895175,173.55,89.24334958,158.880839
22/12/20,356.9454721,243.49,50.11466241,170.45,88.46181487,159.9407862
21/12/20,359.8441813,237.72,50.06612051,170.69,87.85835136,159.923827
18/12/20,361.845671,236.45,51.51266927,172.89,89.40163509,159.6978712
17/12/20,365.0894646,235.51,51.50296089,173.55,87.51210181,161.415235
16/12/20,364.2514024,230.2,52.08546374,173.12,87.27467354,161.6586487
15/12/20,366.6571338,221.6,50.56124793,173.94,85.98860377,157.8757597
14/12/20,369.1220226,220.79,48.12444432,169.3,85.01910501,157.4692388
11/12/20,369.8319106,214.06,47.69727556,175.72,82.78332217,155.4466103
10/12/20,367.5543533,215.34,48.15356946,154.69,82.21943004,154.7019039
09/12/20,369.0332866,210.8,48.05648565,154.43,81.69510929,154.8370783
08/12/20,372.2967993,216.94,48.43511251,153.72,82.73385795,158.4827977
07/12/20,368.0867693,217.93,48.57102984,153.68,81.38843111,157.5206151
04/12/20,368.1853649,217.77,49.48361765,154.14,80.01332573,157.7490649
03/12/20,368.7966573,214.54,48.82344775,153.24,77.94572125,158.9536636
02/12/20,378.1139368,212.56,49.85253613,153.61,78.30186365,159.7916454
01/12/20,382.1169162,216.54,49.04674051,149.44,79.07350551,160.6171571
30/11/20,376.5518268,214.12,48.95936508,148.01,78.62832751,158.0214089
27/11/20,373.3031217,211.39,49.68519081,147.13,77.30268636,159.3831293
25/11/20,372.6879823,214.46,48.82387761,149.09,75.69015272,158.870863
24/11/20,369.295104,206,48.90129902,151.49,74.42386863,155.5284133
23/11/20,366.8826041,200.82,48.29160541,145.98,75.1064749,154.5472763
20/11/20,366.3155224,192.67,47.41093685,141.07,75.98693805,154.597655
19/11/20,368.6415183,190.9,48.17547329,141.72,75.11636774,155.4765382
18/11/20,367.3824048,190.12,46.96576373,143.9,74.69097543,154.899927
17/11/20,367.0844467,192.3,46.77221021,144.5,76.28372338,156.4062989
16/11/20,365.0371858,191.94,46.98511909,144.67,76.61018725,156.1768515
13/11/20,364.1240883,188.62,47.1012512,138.36,76.71900854,156.0646218
12/11/20,361.115672,189.1,45.08829451,135.52,75.88800961,155.1403479
11/11/20,358.4340487,192.34,46.17219427,137.82,75.7297241,156.4925911
10/11/20,352.37877,183.36,45.03990612,142.11,74.31504734,151.3863892
09/11/20,350.8216984,184.72,46.76253253,142.59,74.60193983,156.8093282
06/11/20,370.6791677,202.73,49.05614184,127.46,77.96550694,165.1706901
05/11/20,370.2658709,204.56,47.81739926,126.96,79.28125524,165.700913
04/11/20,361.5578035,194.29,46.27864871,125.07,78.51950622,161.6686247
03/11/20,357.5113395,179.81,47.34319311,124.02,75.44283161,152.0542806
02/11/20,350.2353936,187.76,46.32703709,120.13,75.58133143,149.8630581
30/10/20,343.728372,186.13,46.09477285,121.25,74.91851085,151.4427535
29/10/20,350.6871366,195.04,47.69158947,121.54,76.93665112,160.1647468
28/10/20,350.1115477,192.31,51.53362701,118.47,78.16336382,157.7590408
27/10/20,357.555831,200.43,51.8239573,123.31,80.09246849,163.9216982
26/10/20,355.6276081,197.22,51.6207261,124.06,79.6275048,159.9667237
23/10/20,359.3593429,203.04,52.05622154,128.35,80.17161124,159.8350408
22/10/20,360.4625549,203.93,50.60457007,127.56,79.90450444,158.4384046
21/10/20,362.4483367,213.07,51.11748692,126.63,81.06196724,158.8643787
20/10/20,362.918401,201.96,52.45300627,124.95,79.28125524,160.4640259
19/10/20,360.2802851,200.06,52.56913839,124.23,79.22189818,159.9752033
16/10/20,366.0169879,204.45,54.03046753,126.81,79.75611178,163.2423345
15/10/20,361.2587863,203.14,53.61432744,127.36,79.48900498,166.5314128
14/10/20,362.9471804,203.6,54.64016115,126.59,81.02239586,167.7814022
13/10/20,365.1919772,207.74,55.73373858,128.96,81.10153862,171.7678011
12/10/20,361.1628548,201.51,53.59497209,124.97,80.19139693,171.7328852
09/10/20,354.4284645,197.27,53.66271583,124.98,77.37193627,163.9376598
08/10/20,350.2362586,193.06,50.40133887,123.09,76.96632965,159.1442047
07/10/20,348.2504769,194.61,49.29808375,122.91,77.62915023,159.4005872
06/10/20,343.7704766,191.66,48.05934117,120.93,77.46097187,154.6255877
05/10/20,343.991119,196.85,50.1013309,123.37,79.13286258,159.5756655
02/10/20,340.566365,191.91,50.01423181,122.55,77.46097187,155.8745795
01/10/20,343.8760012,196.94,50.69166916,123.31,81.79403773,160.6760154
30/09/20,340.5567718,197.03,50.42069422,124.08,80.08257564,157.0582287
29/09/20,337.8131313,194.5,50.95296642,125.4,79.91439729,156.8661913
28/09/20,335.3956579,192.02,52.29816345,125.99,81.07186009,158.3211869
25/09/20,328.6420814,187.25,50.78844593,124,80.11225418,154.3846679
24/09/20,332.882253,182.19,50.11100858,122.49,78.83607725,150.6267189
23/09/20,330.6086768,181.61,49.04646417,123.28,79.2713624,149.6326132
22/09/20,330.4360001,187.78,49.2787284,127.21,81.7643592,156.0736002
21/09/20,325.7545437,183.21,48.52386964,125.41,80.53764649,147.6678453
18/09/20,322.2914171,176.07,47.04318515,128.63,79.23179102,147.3905132
17/09/20,325.0926164,175.79,47.07221817,130.22,77.92593556,150.0750476
16/09/20,329.7452934,180.91,48.79484458,132.09,79.13286258,153.5352138
15/09/20,329.9179701,186.02,50.11100858,131.24,80.8740032,157.4273397
14/09/20,328.9682484,186.96,50.61424775,131.25,78.27218511,154.7757261
11/09/20,325.3324451,184,51.06909854,131.75,77.134508,155.4366343
10/09/20,325.7161711,190.09,50.6336031,133.22,78.24250658,158.3740596
09/09/20,332.3354435,194.6,51.71750286,133.36,78.7371488,163.037827
08/09/20,325.0734301,185.95,49.86906666,134.2,75.36368885,157.1135954
04/09/20,332.4697476,191.84,50.84651198,131.99,78.16336382,164.3352023
03/09/20,334.1293623,204.99,51.44652792,133.24,79.4494336,167.9953868
02/09/20,344.2597271,210.82,53.30948064,135.39,82.55578675,176.1482508
01/09/20,337.0840521,208.93,51.92073407,133.55,82.43707262,174.5356348
31/08/20,333.5154008,204.14,53.01431151,131.87,82.62503666,172.1334205
28/08/20,334.1965144,204.48,52.36779551,135.54,82.31835848,169.6813263
27/08/20,332.2682915,204.34,54.33629197,133.73,83.00096475,169.5915425
26/08/20,330.2633235,203.48,56.52672676,132.18,83.57474973,171.6790149
25/08/20,330.685422,201.67,56.01530366,129.79,82.72396511,166.9224709
24/08/20,330.1290194,198.88,56.7197166,130.69,82.2095372,164.9756598
21/08/20,330.5894905,196.79,56.16487079,127.44,82.31835848,163.8413916
20/08/20,327.001653,198.18,55.63897345,128.12,83.09494677,164.4723719
19/08/20,327.0304324,192.44,55.68722091,127.77,81.10153862,162.6323037
18/08/20,326.8865352,194.57,55.03105543,128.92,82.23921573,165.2265555
17/08/20,326.1286765,196.29,55.33983919,129.37,81.11143146,158.7381826
14/08/20,322.5983978,191.46,54.31699299,130.53,79.5384692,157.022814
13/08/20,322.0419952,193.07,54.30734349,130.96,80.41893235,157.6712523
12/08/20,323.0588689,191.32,53.54503359,131.79,80.83443182,157.7321057
11/08/20,318.9050356,189.03,52.3870945,130.49,78.27218511,153.6634051
10/08/20,326.1670491,193.32,52.46429044,128.79,81.37853826,157.0297972
07/08/20,327.0400256,198.63,53.2748478,129.93,81.586288,157.9924786
06/08/20,329.3423812,204.09,53.1494044,130.82,85.90946101,160.8625661
05/08/20,326.1382696,202.91,54.67402421,127.61,83.41646422,159.8664652
04/08/20,325.9655929,197.33,54.35559096,117.29,85.52364008,156.5644181
03/08/20,315.9215665,197.07,54.58717877,116.35,83.8814279,155.2206545
31/07/20,312.2857632,196.07,53.34239425,116.94,81.74457351,157.8538126
30/07/20,311.6046496,192.51,52.80202267,115.66,80.82453898,152.2273638
29/07/20,312.1981458,184.6,52.61868231,115.61,80.32989675,151.3120682
28/07/20,313.5670161,176.27,54.37488994,116.18,79.85504022,149.6560567
27/07/20,313.5957337,177.98,55.22404528,116.31,80.75528906,152.3934637
24/07/20,311.8535351,172.56,53.18800237,117.61,79.13286258,150.0840259
23/07/20,312.1694283,173.86,53.21695085,118.12,78.75693449,148.9687122
22/07/20,314.26581,178.42,54.36524045,119.03,80.23096831,154.6230937
21/07/20,313.7297489,175.58,54.60647776,118.62,79.8946116,156.5374829
20/07/20,312.552329,178.82,56.42058234,117.79,80.29032538,159.4579491
17/07/20,310.9058557,173.92,56.0924996,118.65,77.79732858,147.7426651
16/07/20,312.3225886,169.81,56.5942732,119.43,78.51950622,149.6346084
15/07/20,312.7342069,172.06,56.3433864,120.9,78.30186365,150.0820308
14/07/20,313.9786344,172.3,57.00920138,118.66,78.91522,153.829505
13/07/20,309.1157946,171.51,56.25654097,116.22,77.11472232,154.8271024
10/07/20,312.2842985,178.4,57.19254173,119.34,80.39914667,159.6155694
09/07/20,311.6237947,183.23,57.14429427,116.81,79.77589747,158.7491562
08/07/20,302.7979318,181.57,56.22759249,116.66,78.43047062,153.6853522
07/07/20,302.7117792,177.28,55.00210695,113.63,77.65882876,149.6455819
06/07/20,298.174405,176.18,54.20119908,114.43,77.82700711,152.4847439
02/07/20,292.6702064,177.21,52.45464094,112.18,76.67943716,144.1677751
01/07/20,291.722527,177.43,51.103712,113.01,77.19386507,143.5891687
30/06/20,290.248359,174.23,50.61158789,111.51,75.08668921,137.6095704
29/06/20,288.6976108,168.35,49.51154575,111.52,74.69097543,133.6969938
26/06/20,283.8826336,170.87,49.10626706,109.1,75.58133143,134.3199933
25/06/20,287.6829238,172.5,47.66849269,111.36,75.39336738,137.3980798
24/06/20,285.2802214,168,47.06057467,112.07,74.77011819,136.3915041
23/06/20,288.4104353,172.79,48.05447239,116.59,75.63079565,137.8883988
22/06/20,287.6063436,170.26,47.43690487,115.92,75.30433178,135.3649765
19/06/20,287.0798551,164.36,46.59739903,114.35,75.75940263,133.4291389
18/06/20,286.7639619,168.05,46.74214141,118.37,75.1955105,132.3801653
17/06/20,286.802252,163.83,46.73249192,117.65,74.72065396,131.7317271
16/06/20,288.4774429,161.22,46.43335766,118.44,72.21776432,130.4493157
15/06/20,284.4761298,157.55,46.21141933,117.08,72.40572837,128.3249322
12/06/20,285.9311528,155.26,45.989481,115.49,70.91190886,126.9452552
11/06/20,287.9700994,153.04,46.25966679,112.64,70.51619508,127.5907006
10/06/20,294.1922369,159.91,47.5237503,122.18,73.02897757,132.0544498
09/06/20,292.4883285,156.86,48.00622493,123.89,71.22847988,129.7305469
08/06/20,294.0582217,156.09,47.0123272,127.28,69.97208864,125.8997732
05/06/20,298.7008936,156,47.10882213,124.82,68.68601886,123.8517059
04/06/20,297.4660386,154.6,47.62989472,123.69,69.06194695,122.7343969
03/06/20,293.5317331,156.78,44.82189242,122.18,69.17076824,123.6222585
02/06/20,293.9624965,157.49,44.36836627,118.75,72.19797863,123.3234781
01/06/20,295.1111988,154.53,43.61570586,118.77,72.20787148,123.2551427
29/05/20,295.2835042,155.01,43.9437886,117.3,71.20869419,121.825087
28/05/20,296.3269088,148.79,42.53027943,116.75,69.46755357,119.7665449
27/05/20,292.9286644,145.96,42.45335376,121.53,69.39830366,120.2299289
26/05/20,291.7703896,147,41.69371278,120.95,69.24991099,120.8020509
22/05/20,289.5017025,150.86,41.78025415,118.02,72.29690708,121.5512465
21/05/20,289.0613666,148.22,40.83791471,117.83,71.69344357,122.043062
20/05/20,291.8756873,150.94,41.06869171,119.92,72.98940619,124.5969111
19/05/20,291.6076567,145.39,40.77060474,114.37,72.24744286,122.1722508
18/05/20,289.8175956,146.24,40.86676183,116.85,72.09905019,121.0215223
15/05/20,286.4193512,145.51,40.49174919,109.05,73.12790601,120.1995022
14/05/20,286.9266948,144.41,40.42443923,105.91,72.17819295,119.1555166
13/05/20,289.2240994,143.73,39.98211663,102.92,72.8805849,118.111531
12/05/20,291.8086796,141.03,40.3859764,104.56,71.47580099,117.5643489
11/05/20,297.0639927,143.96,40.51098061,107.77,74.65140405,120.1605959
08/05/20,292.8616568,144.96,40.53021203,109.16,72.35626415,118.6946266
07/05/20,291.9618399,146.29,39.78018675,105.57,72.31669277,118.0960682
06/05/20,295.68555,128.31,39.37632699,100.88,72.08915735,117.2805324
05/05/20,294.7570156,125.43,38.77053734,101.06,67.79566286,115.6115521
04/05/20,291.4736415,123.66,38.29936762,103.18,65.98527233,115.5212696
01/05/20,289.013504,120.61,37.74165652,105.5,64.02648914,114.0273676
30/04/20,290.0473361,123,38.29936762,108.15,63.04709754,123.4027871
29/04/20,293.2849405,123.58,37.53011092,112.25,64.09573905,118.3504556
28/04/20,291.241143,116.14,37.57818947,106.21,63.17570452,115.425999
27/04/20,294.8989675,120.53,38.10705344,106.06,66.34141473,118.5145603
24/04/20,296.5893981,120.18,37.8378136,101.19,65.93580811,120.2214493
23/04/20,291.6709135,115.24,36.45315155,101,65.17405909,119.6842432
22/04/20,295.5101967,115.19,36.78008565,100.99,66.26227198,117.8905632
21/04/20,287.7838781,107.54,36.16468029,100.54,65.01577358,116.1263123
20/04/20,298.0506179,112.17,36.19352742,102.26,65.78741545,119.3929447
17/04/20,303.6280839,111.85,36.02044466,106.63,66.16334353,118.4646804
16/04/20,307.1044497,108.31,35.78966766,102.02,67.32080633,120.1201932
15/04/20,296.3219854,107.95,34.79924966,103.37,65.00588074,115.1067679
14/04/20,300.0180117,109.785,34.36654277,106.03,62.60191954,113.8916944
13/04/20,286.1507502,105.98,33.42420332,103.5,61.67797851,108.1829438
09/04/20,286.523218,105.84,32.52994242,104.5,59.42710088,101.8925939
08/04/20,292.2152895,105.06,31.74145431,101.07,60.02667964,101.9045651
07/04/20,289.9804829,100.28,30.4048708,101.24,58.84718045,100.3383373
06/04/20,291.4035008,101.67,29.98177962,99.58,60.54762512,99.63952042
03/04/20,275.6739004,92.39,28.27979919,93.88,58.95530121,95.10045267
02/04/20,278.3766793,93.52,28.0682536,96.97,59.741634,95.71098222
01/04/20,273.8879652,91.38,27.67400954,94.92,56.51766955,95.15581932
31/03/20,272.3121401,95.74,28.90482025,96.6,58.46384321,97.25177126
30/03/20,278.0328629,97.03,29.99139533,99.8,57.47109806,97.96156175
27/03/20,271.5481036,93.48,29.02020875,96.4,55.98689491,94.77673234
26/03/20,279.1598167,100.63,29.00097734,105.36,56.73391107,97.53957809
25/03/20,268.2340955,95.71,27.27976549,100.73,51.9667685,94.06544546
24/03/20,272.1306814,97.29,26.60666588,98.12,53.50011745,96.77192696
23/03/20,272.6941583,85.26,25.32777663,85.76,55.50526608,94.91290437
20/03/20,277.3643311,86.68,26.5201245,85.98,51.16077739,92.08272081
19/03/20,291.4990053,93.69,28.46249765,94.93,53.20524265,93.82053532
18/03/20,293.6765092,91.46,30.09716813,88.8,54.6403,91.28015377
17/03/20,293.189436,97.87,32.00107844,93.53,55.20056212,90.17481595
16/03/20,270.4498012,92.72,31.00104474,95.01,51.85864775,84.25457472
13/03/20,288.6816209,110.15,32.68379376,102.52,58.03136018,89.03555983
12/03/20,267.2694995,96.96,31.76068572,91.81,53.62789653,83.62908121
11/03/20,284.0592004,103.9,33.49151328,105.51,58.31640581,90.8242518
10/03/20,295.4910958,109.74,34.65501403,111.46,59.67282988,94.36372705
09/03/20,288.4046577,101.63,34.15499718,104.35,56.37023215,89.81418453
06/03/20,297.3438841,110.89,34.99156384,115.27,58.94547205,94.82611341
05/03/20,301.5651855,112.18,35.78966766,113.98,60.46899184,95.97035752
04/03/20,306.3213124,115.3,37.01086266,119.18,61.48139531,98.55413455
03/03/20,289.1209419,109.76,35.30888222,116.45,57.74631454,95.22016434
02/03/20,295.2427839,112.86,34.57808836,119.98,59.55487996,97.46276309
28/02/20,268.5015083,107.99,33.30881482,117.65,57.13690662,93.96119654
27/02/20,279.9525045,107.84,33.53853078,118.04,57.33348982,93.98863047
26/02/20,291.9478767,109.11,35.11782804,123.36,58.35572245,98.74168284
25/02/20,291.1647394,109.66,34.89768357,128.19,58.49333069,98.40000577
24/02/20,299.521388,116.44,35.66340345,133.01,61.24549547,100.2231148
21/02/20,307.4769175,119.49,36.56312431,138.97,62.29721558,104.5467016
20/02/20,309.5111646,122.43,36.07497789,140.37,62.9066235,107.3963383
19/02/20,308.4988163,123.91,35.92183391,141.3,63.27030241,108.2502816
18/02/20,307.5724221,122.27,36.24726486,139.14,62.65106534,107.5245296
14/02/20,304.0005517,122.99,36.50569532,139.54,62.43482382,106.4870284
13/02/20,303.8954967,120.51,35.59640296,140.9,61.52071195,107.2352263
12/02/20,300.9539563,118.56,35.55811697,141.85,61.72712431,107.7405094
11/02/20,296.7135541,118.84,34.87854058,141.01,60.14462956,107.2816146
10/02/20,299.6837458,120.06,34.47653764,142.59,60.5771126,106.4391437
07/02/20,299.5309385,118.88,34.64882461,141.02,60.478821,103.7142066
06/02/20,296.6467009,119.89,36.37169434,142.7,59.23051769,102.2651965
05/02/20,294.4451527,119.72,35.53418822,141.37,57.84460614,101.7484411
04/02/20,290.5852956,120.08,35.80697593,144.73,58.19845589,102.2372638
03/02/20,287.8214472,116.51,32.91638338,141.32,57.2155399,99.96922633
31/01/20,291.1761873,113.89,32.121949,138.31,57.48092722,100.1946833
30/01/20,294.9407393,117.12,33.55767378,137.81,59.84975476,93.3092667
29/01/20,295.0455749,116.66,33.09824185,136.06,59.36812593,92.67679
28/01/20,296.2559499,116.52,34.65839611,138.37,59.00444701,92.43986064
